# id_vlba RUNNING_ID_name     bmaj    bmin    bpa      ra_peak      dec_peak   ra_peak_err dec_peak_err p_spur     rms_image   peak_flux   peak_dflux  snr_peak tot_flux    tot_dflux   snr_tot  FLUX_VLBA   L_VLBA      L_VLBA_1sigma sep_arcsec ID_COSMOS RA_counterpart DEC_counterpart cat_counterpart zbest      zphot  zspec      zspec_ref Mstar    SNR_IR   SFR_IR        eSFR_IR        vla_slope   f1p4ghz_peak_final f1p4ghz_final df1p4ghz_final f3ghz_peak  f3ghz     df3ghz   f1p4ghz      df1p4ghz    f1p3ghz     df1p3ghz   f600mhz     df600mhz  f300mhz     df300mhz   LIR_SD      Lradio_1p4ghz q_IR       q_IR_z0    flux_ratio_vlba_vla delta_q_IR q_IR_corr  q_IR_z0_corr flag_A3COSMOS LIR_A3COSMOS id_cluster flag_cluster dist_center_arcmin dist_real_center_arcmin xray_det id_chandra Lx_2_10 
  30      VLBA_COSMOS_NEP0030 21.449  7.5658  165.1531 150.1568291  2.03978389 3.9E-7      9.5E-7       0.49832106 2.277594E-5 1.128238E-4 2.715164E-5 4.953641 1.128238E-4 2.544636E-5 4.953641 1.128238E-4 24.0073967  23.31247139   0.20788926 487767    150.15688302   2.03980464      cosmosweb       1.3649     1.3649 -99.0      -99       10.22087 13.8408  189.00003735  55.99001106    -0.73957219 5.226855E-5        6.747216E-5   5.095554E-6    2.974727E-5 3.84E-5   2.9E-6   6.747216E-5  1.557651E-5 6.76571E-5  4.86264E-6 1.3789E-4   3.6809E-5 2.9452E-4   9.3211E-5  12.27646189 23.78412032   2.50252776 2.92998873 1.67215343          0.0        2.50252776 2.92998873   false         -99.0        -99.       none         10.59861           20.480083               false    N/A        -99.0   
  31      VLBA_COSMOS_NEP0031 24.3625 5.8612  163.4615 150.26780556 2.0415975  3.3E-7      9.1E-7       0.51159018 1.460486E-5 7.207035E-5 1.786624E-5 4.934681 7.206993E-5 1.674242E-5 4.934653 7.207035E-5 23.32871437 22.63545418   0.0456392  488467    150.26781675   2.04160347      vla3            0.87       0.8135 0.87       3         10.94    9.90107  35.17         3.55214        -0.64030989 3.520377E-5        3.518779E-5   4.235567E-6    2.160981E-5 2.16E-5   2.6E-6   4.814555E-5  1.676013E-5 3.72659E-5  5.79582E-6 6.881E-5    3.8125E-5 3.61092E-10 1.3975E-4  11.54617189 23.01734922   2.53900886 2.8475339  2.04816358          0.0        2.53900886 2.8475339    false         -99.0        -99.       none         12.59358           17.598463               false    N/A        -99.0   
  32      VLBA_COSMOS_NEP0032 25.9526 5.5105  163.1502 150.30521632 2.04293028 3.0E-7      8.3E-7       0.36123449 1.370499E-5 7.084392E-5 1.597164E-5 5.169205 7.084392E-5 1.503977E-5 5.169205 7.084392E-5 23.88949585 23.17607117   0.39864879 488507    150.30530097   2.04300173      cosmosweb       1.6197     1.6197 -99.0      -99       10.15825 6.62616  115.30068568  17.40080348    -0.52980158 3.940836E-5        3.93837E-5    3.893445E-6    2.631647E-5 2.63E-5   2.6E-6   4.720206E-5  1.703229E-5 4.12986E-5  6.73009E-6 6.058E-5    4.0447E-5 3.662E-5    1.45918E-4 12.06183189 23.63450903   2.43750906 2.90787015 1.79881328          0.0        2.43750906 2.90787015   false         -99.0        -99.       none         13.90323           17.058147               false    N/A        -99.0   
  33      VLBA_COSMOS_NEP0033 20.5643 10.3005 171.455  150.02351824 2.042425   4.9E-7      1.03E-6      0.80453908 6.303398E-5 2.846395E-4 6.859412E-5 4.515652 2.82046E-4  6.73928E-5  4.474507 2.846395E-4 24.77646446 24.12174416   0.3920384  488894    150.0236239    2.04239838      vla3            1.52       1.3716 1.52       21        10.78    8.71524  164.1         18.8291        -1.38454335 4.989417E-5        4.998316E-5   6.894229E-6    1.736902E-5 1.74E-5   2.4E-6   3.938637E-5  1.56548E-5  5.65858E-5  5.18558E-6 3.81225E-10 3.5991E-5 1.3346E-4   9.4589E-5  12.21511189 24.02099251   2.20430557 2.61103839 5.69470837          0.0        2.20430557 2.61103839   false         -99.0        -99.       none         12.94379           25.65896                false    N/A        -99.0   
  34      VLBA_COSMOS_NEP0034 24.4259 5.8168  163.3997 150.27024222 2.04676917 3.6E-7      9.8E-7       0.91185504 1.406806E-5 6.006135E-5 1.634215E-5 4.26934  5.914073E-5 1.54608E-5  4.2039   6.006135E-5 24.17848206 23.54812241   0.09551769 491035    150.27024313   2.04674265      cosmosweb       1.6381     1.6381 -99.0      -99       10.94998 9.1998   132.20013237  39.92003997    -1.36066928 3.311018E-5        3.297515E-5   6.76992E-6     1.173787E-5 1.169E-5  2.4E-6   4.665203E-5  1.600021E-5 3.72513E-5  6.84976E-6 3.81225E-10 3.7229E-5 1.673E-5    1.00694E-4 12.12123189 23.91807462   2.21334346 2.64383588 1.82141243          0.0        2.21334346 2.64383588   false         -99.0        -99.       none         12.42227           17.262911               false    N/A        -99.0   
  35      VLBA_COSMOS_NEP0035 20.6161 9.1822  168.005  150.08333336 2.05021417 4.8E-7      1.05E-6      0.83301312 3.39931E-5  1.511858E-4 3.871921E-5 4.447543 1.511858E-4 3.631839E-5 4.447543 1.511858E-4 24.00930977 23.36118889   0.2807325  493376    150.08326141   2.05024436      cosmosweb       1.1909     1.1909 -99.0      -99       10.48962 10.70244 71.92036619   21.2501082     -0.77679717 3.143702E-5        3.145313E-5   4.338362E-6    1.739109E-5 1.74E-5   2.4E-6   2.733741E-5  1.632232E-5 3.37206E-5  5.57549E-6 4.558E-5    3.5963E-5 1.446E-4    8.3351E-5  11.85685189 23.32746194   2.53957614 2.9320234  4.80670132          0.0        2.53957614 2.9320234    false         -99.0        -99.       none         10.76697           22.748722               false    N/A        -99.0   
  36      VLBA_COSMOS_NEP0036 20.6888 8.8961  167.3376 150.0960763  2.05159306 4.4E-7      1.0E-6       0.69764411 3.069422E-5 1.44518E-4  3.541464E-5 4.708312 1.44518E-4  3.376078E-5 4.708312 1.44518E-4  25.34957123 24.67670631   0.29126791 494071    150.09615622   2.05158015      cosmosweb       3.6496     3.6496 -99.0      -99       11.39049 5.75903  280.90009754  107.7000374    -1.14583001 2.590903E-5        2.586341E-5   5.268472E-6    1.081905E-5 1.08E-5   2.2E-6   1.669181E-5  1.666224E-5 2.86602E-5  5.23695E-6 2.219E-5    3.5858E-5 1.891E-5    1.21428E-4 12.44855189 24.60233508   1.85640301 2.46008954 5.58773964          0.0        1.85640301 2.46008954   false         -99.0        -99.       none         10.42495           22.164124               false    N/A        -99.0   
  37      VLBA_COSMOS_NEP0037 20.6748 10.6587 172.5093 150.00123325 2.05016778 5.0E-7      1.02E-6      0.60765284 7.534037E-5 3.623315E-4 8.609961E-5 4.809261 3.623315E-4 8.243706E-5 4.809261 3.623315E-4 23.80758667 23.12550926   0.33173186 494133    150.00132184   2.05019334      vla3            0.67       0.6601 0.67       11        10.46    8.40743  19.72         2.34554        -0.81241062 2.992815E-5        2.990393E-5   4.457729E-6    1.611304E-5 1.61E-5   2.4E-6   1.740099E-5  1.541747E-5 3.21622E-5  2.95128E-6 1.464E-5    3.4387E-5 3.268E-5    7.1154E-5  11.29491189 22.72420964   2.58088844 2.83513405 12.11651562         0.0        2.58088844 2.83513405   false         -99.0        -99.       none         13.42544           26.383476               false    N/A        -99.0   
  38      VLBA_COSMOS_NEP0038 20.7596 8.6724  166.8451 150.10621779 2.05359583 4.8E-7      1.08E-6      0.95056188 2.833621E-5 1.186987E-4 3.199375E-5 4.18894  1.184177E-4 3.037464E-5 4.179023 1.186987E-4 26.95128059 26.32917595   0.39272379 494956    150.1062695    2.05349976      cosmosweb       8.2906     8.2906 -99.0      -99       11.42275 6.56989  845.49664768  128.69248975   -1.9832552  6.419395E-5        6.43319E-5    1.133402E-5    1.415957E-5 1.419E-5  2.5E-6   6.43319E-5   1.557405E-5 9.66554E-5  1.57133E-5 5.028E-5    3.6703E-5 3.1855E-4   1.33204E-4 12.92711189 26.68526128   0.2520368  0.37915898 1.84509837          0.0        0.2520368  0.37915898   true          12.880002    -99.       none         10.13921           21.678479               false    N/A        -99.0   
  39      VLBA_COSMOS_NEP0039 20.7435 10.8142 173.0508 149.98894836 2.05311139 5.8E-7      1.16E-6      0.95315772 8.516478E-5 3.562944E-4 9.722449E-5 4.183589 3.562944E-4 9.345695E-5 4.183589 3.562944E-4 25.00294113 24.38139343   0.1256585  495704    149.98897636   2.05313226      cosmosweb       2.0251     2.0251 -99.0      -99       10.4543  25.49189 901.49202684  336.89702035   -0.95216034 8.833418E-5        1.136374E-4   7.438085E-6    4.275335E-5 5.5E-5    3.6E-6   1.136374E-4  1.953224E-5 1.18683E-4  5.95829E-6 1.2703E-4   3.5406E-5 2.0778E-4   6.8632E-5  12.95496189 24.50665399   2.4584941  3.01124806 3.13536231          0.0        2.4584941  3.01124806   true          12.850002    -99.       none         13.80586           26.859322               false    N/A        -99.0   
  40      VLBA_COSMOS_NEP0040 20.728  8.7744  167.0549 150.10174418 2.05321361 4.2E-7      9.7E-7       0.31714883 2.91053E-5  1.521201E-4 3.368453E-5 5.226544 1.426156E-4 3.355695E-5 4.899988 1.521201E-4 23.37022018 22.65200615   0.32528032 496219    150.10167871   2.05325001      cosmos2020      0.64       0.6388 0.64       11        10.2     5.52675  19.14         3.46316        -0.75       1.72683E-5         1.72683E-5    5.398336E-6    9.75E-6     9.75E-6   3.048E-6 5.316102E-5  1.707821E-5 3.24436E-5  3.02656E-6 4.866E-5    3.5545E-5 1.4045E-4   9.2757E-5  11.28194189 22.42528301   2.86684507 3.13881868 8.80921208          0.0        2.86684507 3.13881868   false         -99.0        -99.       none         10.22688           21.866833               false    N/A        -99.0   
  41      VLBA_COSMOS_NEP0041 20.6575 10.6089 172.096  150.00765693 2.05574278 5.3E-7      1.09E-6      0.71931869 6.615914E-5 3.097483E-4 7.911921E-5 4.681868 3.097483E-4 7.644883E-5 4.681868 3.097483E-4 24.58537865 23.91496086   0.31125924 496707    150.00765037   2.05582899      cosmosweb       1.6389     1.6389 -99.0      -99       10.36219 8.7231   174.80018583  55.58005909    -0.6343505  4.490241E-5        4.492059E-5   4.378542E-6    2.768879E-5 2.77E-5   2.7E-6   3.426494E-5  1.658731E-5 4.75481E-5  4.15277E-6 3.552E-5    3.4646E-5 8.101E-5    7.5849E-5  12.24254189 23.74681575   2.50591234 2.9934753  6.89546429          0.0        2.50591234 2.9934753    true          12.590002    -99.       none         12.91999           25.875832               false    N/A        -99.0   
  42      VLBA_COSMOS_NEP0042 27.5705 5.1987  162.7997 150.33584303 2.05399528 3.1E-7      8.6E-7       0.70301116 1.231419E-5 5.790317E-5 1.416052E-5 4.702149 5.790317E-5 1.306599E-5 4.702149 5.790317E-5 23.24100494 22.56870842   0.26159359 496942    150.33584368   2.05406794      cosmosweb       0.8259     0.8259 -99.0      -99       10.59716 6.42822  94.80950737   42.96977673    -0.86702368 5.234356E-5        8.423027E-5   6.002617E-6    2.703238E-5 4.35E-5   3.1E-6   8.423027E-5  1.605789E-5 9.33458E-5  9.38548E-6 1.0668E-4   3.9588E-5 3.7851E-4   3.02844E-4 11.97685189 23.40377065   2.58326744 2.88453048 0.68743896          0.50506516 2.58326744 2.88453048   false         -99.0        -99.       none         14.73438           16.234784               false    N/A        -99.0   
  43      VLBA_COSMOS_NEP0043 25.5766 5.5334  163.1348 150.29844275 2.05403056 3.2E-7      9.0E-7       0.70382291 1.278658E-5 6.011247E-5 1.504049E-5 4.701217 6.011247E-5 1.44343E-5  4.701217 6.011247E-5 23.74423409 23.07202339   0.3501521  497149    150.29844881   2.05393348      vla3            1.331      1.2604 1.331      8         10.29    7.10331  46.42         6.876          -0.8365683  7.208177E-5        8.627069E-5   6.054084E-6    3.810018E-5 4.56E-5   3.2E-6   8.627069E-5  1.747536E-5 6.51797E-5  9.48569E-6 4.65E-5     4.2014E-5 1.4331E-4   8.9712E-5  11.66670189 23.90113309   1.77575499 2.07358221 0.69678904          0.5182551  1.77575499 2.07358221   false         -99.0        -99.       none         13.14119           16.474638               false    N/A        -99.0   
  44      VLBA_COSMOS_NEP0044 21.0555 8.0676  165.666  150.1331325  2.06080694 4.3E-7      1.0E-6       0.79466718 2.235723E-5 1.015061E-4 2.586294E-5 4.540189 1.015061E-4 2.410098E-5 4.540189 1.015061E-4 24.05352211 23.39644814   0.37206483 500431    150.13307698   2.06071975      cosmosweb       1.5844     1.5844 -99.0      -99       10.34309 4.12039  107.50084797  26.0900058     -0.59929337 2.264881E-5        3.963107E-5   4.10521E-6     1.434443E-5 2.51E-5   2.6E-6   5.007027E-5  1.697987E-5 4.18176E-5  5.67811E-6 6.086E-5    3.8865E-5 9.147E-5    1.26239E-4 12.03141189 23.6450661    2.39653198 2.85188852 2.56127523          0.0        2.39653198 2.85188852   true          11.960002    -99.       none         9.39961            20.305553               false    N/A        -99.0   
  45      VLBA_COSMOS_NEP0045 25.1832 5.5655  163.1316 150.2910294  2.06285806 3.2E-7      8.8E-7       0.33375752 1.220586E-5 6.353955E-5 1.452273E-5 5.205661 5.919774E-5 1.358569E-5 4.849945 6.353955E-5 24.7010479  23.98457146   0.13970614 501111    150.29104236   2.06289464      cosmosweb       3.5295     3.5295 -99.0      -99       11.35542 24.76395 874.30284179  352.60114608   -0.7566531  6.287845E-5        7.031438E-5   5.340333E-6    3.532277E-5 3.95E-5   3.0E-6   7.031438E-5  1.591184E-5 6.36332E-5  4.65218E-6 1.4971E-4   4.0415E-5 1.6323E-4   1.19184E-4 12.94166189 24.74504698   2.20680111 2.91044621 0.90364946          1.01614587 2.20680111 2.91044621   true          13.080002    -99.       none         12.4453            16.029042               false    N/A        -99.0   
  46      VLBA_COSMOS_NEP0046 27.6122 5.1659  162.7603 150.33726498 2.06056    2.9E-7      8.3E-7       0.49696013 1.178325E-5 5.839343E-5 1.357015E-5 4.955631 5.839343E-5 1.302971E-5 4.955631 5.839343E-5 23.50733757 22.81223869   0.09725381 501520    150.3372595    2.06059583      cosmosweb       0.9057     0.9012 0.9057     100       10.9     18.38293 96.81037224   12.01004618    -1.46117027 3.81278E-5         3.81278E-5    8.740159E-6    1.252E-5    1.252E-5  2.87E-6  4.078861E-5  1.518597E-5 4.34618E-5  3.93174E-6 5.611E-5    3.5938E-5 7.797E-5    1.21741E-4 11.98592189 23.32221527   2.67389281 3.00921618 1.53151842          0.0        2.67389281 3.00921618   false         -99.0        -99.       none         14.54603           15.844027               false    N/A        -99.0   
  47      VLBA_COSMOS_NEP0047 20.8819 8.3961  166.1918 150.11832662 2.06274722 4.7E-7      1.06E-6      0.51766717 2.436974E-5 1.200491E-4 2.815098E-5 4.926151 1.043193E-4 2.730664E-5 4.280689 1.200491E-4 23.79141426 23.09890556   0.24885337 502573    150.11835981   2.06280787      vla3            0.89       0.9155 0.89       3         10.78    7.23053  64.84         8.96753        -1.43034519 3.573865E-5        3.569569E-5   7.139138E-6    1.201444E-5 1.2E-5    2.4E-6   1.265208E-5  1.711573E-5 4.05772E-5  4.71079E-6 8.451E-5    3.6951E-5 8.175E-5    8.2849E-5  11.81184189 23.26467076   2.55735732 2.8737076  3.36312432          0.0        2.55735732 2.8737076    false         -99.0        -99.       none         9.41956            20.774701               false    N/A        -99.0   
  48      VLBA_COSMOS_NEP0048 20.7916 10.9289 173.0094 149.98574672 2.0654075  5.3E-7      1.08E-6      0.7996313  7.865194E-5 3.561256E-4 8.892386E-5 4.527869 3.561256E-4 8.594603E-5 4.527869 3.561256E-4 23.87527084 23.21937752   0.33704489 503759    149.98565      2.06541979      cosmosweb       0.6766     0.6067 0.6766     100       10.35944 8.32564  30.0996808    3.61530166     -1.1025306  3.311024E-5        3.311024E-5   7.04143E-6     1.429E-5    1.429E-5  3.039E-6 3.156014E-5  1.794531E-5 3.65486E-5  3.55191E-6 1.255E-4    3.5006E-5 3.61092E-10 1.0668E-4  11.47856189 22.84362995   2.64511813 2.90779161 10.75575373         0.0        2.64511813 2.90779161   false         -99.0        -99.       none         13.44253           26.581419               false    N/A        -99.0   
  49      VLBA_COSMOS_NEP0049 20.7064 8.9346  167.1821 150.09530225 2.06489167 4.5E-7      1.01E-6      0.53290898 2.822299E-5 1.384392E-4 3.430927E-5 4.905193 1.384392E-4 3.20067E-5  4.905193 1.384392E-4 23.72098923 23.03033257   0.18428463 504953    150.09522607   2.06486399      cosmos2020      0.94       0.9311 0.94       3         10.85    9.0524   41.58         4.59326        -0.75       1.021929E-5        1.021929E-5   5.093705E-6    5.77E-6     5.77E-6   2.876E-6 2.048827E-5  1.552398E-5 4.95799E-5  5.12293E-6 1.618E-5    3.5419E-5 1.1885E-4   8.0908E-5  11.61888189 22.5891503    3.03991778 3.43234247 13.54685205         0.0        3.03991778 3.43234247   false         -99.0        -99.       none         9.68961            21.619625               false    N/A        -99.0   
  50      VLBA_COSMOS_NEP0050 20.6157 9.4965  168.42   150.07057836 2.06596556 5.0E-7      1.08E-6      0.90776497 3.381938E-5 1.446841E-4 3.80435E-5  4.278143 1.446841E-4 3.647431E-5 4.278143 1.446841E-4 23.72336769 23.09211349   0.24840964 505020    150.07053101   2.06601578      cosmosweb       0.971      0.9393 0.971      100       10.97375 6.0639   63.30993826   25.86997477    -0.58074555 2.859454E-5        4.016452E-5   4.047587E-6    1.836793E-5 2.58E-5   2.6E-6   3.265158E-5  1.638986E-5 4.23101E-5  3.76814E-6 7.236E-5    3.4873E-5 1.2914E-4   6.7924E-5  11.80147189 23.16678983   2.64486826 2.994982   3.60228693          0.0        2.64486826 2.994982     false         -99.0        -99.       none         10.23765           22.625033               false    N/A        -99.0   
  51      VLBA_COSMOS_NEP0051 23.7381 5.8743  163.2906 150.2538875  2.06759306 3.5E-7      9.3E-7       0.78273779 1.270264E-5 5.804743E-5 1.504808E-5 4.569714 5.804743E-5 1.426809E-5 4.569714 5.804743E-5 23.34390831 22.68401909   0.32213509 505467    150.25384138   2.06751636      vla3            0.96       0.9253 0.96       3         10.97    6.56535  50.59         7.70561        -0.6778744  2.832089E-5        2.833078E-5   4.023306E-6    1.68941E-5  1.69E-5   2.4E-6   3.62385E-5   1.52889E-5  3.01051E-5  4.08944E-6 3.81225E-10 3.599E-5  8.395E-5    1.53932E-4 11.70406189 23.03238389   2.6818642  3.03376298 2.04891771          0.0        2.6818642  3.03376298   false         -99.0        -99.       none         10.83829           16.364445               false    N/A        -99.0   
  52      VLBA_COSMOS_NEP0052 20.6764 10.6164 171.681  150.01128468 2.06830833 5.2E-7      1.07E-6      0.81361699 5.723557E-5 2.571967E-4 6.456505E-5 4.493652 2.571967E-4 6.032231E-5 4.493652 2.571967E-4 24.39177132 23.73917007   0.07475224 505545    150.0112961    2.06832568      cosmosweb       1.6661     1.6661 -99.0      -99       10.20619 6.00631  177.19925433  50.20978871    -0.33181342 3.036287E-5        3.876096E-5   3.476896E-6    2.357843E-5 3.01E-5   2.7E-6   4.581203E-5  1.559286E-5 3.99308E-5  4.6171E-6  4.389E-5    3.459E-5  2.182E-4    1.0073E-4  12.24846189 23.56989948   2.68874861 3.21792516 6.63545889          0.0        2.68874861 3.21792516   false         -99.0        -99.       none         12.2207            25.241864               false    N/A        -99.0   
  53      VLBA_COSMOS_NEP0053 20.6049 10.0959 169.9634 150.04186584 2.06956111 5.1E-7      1.07E-6      0.88168496 4.230765E-5 1.834239E-4 4.675607E-5 4.335478 1.834204E-4 4.441896E-5 4.335396 1.834239E-4 23.62994766 22.99291039   0.39910826 506552    150.04182058   2.0694959       cosmos2020      0.68       0.5884 0.68       11        10.12    7.94454  29.85         3.7573         -1.26859829 3.095094E-5        3.095094E-5   7.791644E-6    1.177E-5    1.177E-5  2.963E-6 2.511454E-5  1.660322E-5 3.46773E-5  3.31886E-6 2.317E-5    3.7097E-5 4.421E-5    9.3327E-5  11.47494189 22.8571662    2.62796189 2.89000412 5.92627828          0.0        2.62796189 2.89000412   false         -99.0        -99.       none         10.98729           23.771495               false    N/A        -99.0   
  54      VLBA_COSMOS_NEP0054 20.9761 11.1782 173.649  149.96349854 2.07553917 6.0E-7      1.18E-6      0.80036372 9.689923E-5 4.385703E-4 1.134775E-4 4.526045 4.138314E-4 1.088954E-4 4.27074  4.385703E-4 24.15310097 23.49738121   0.17149113 510988    149.96353566   2.07556905      cosmosweb       0.992      0.9881 0.992      100       10.98699 6.70137  54.94040923   21.76016208    -0.33708265 1.776716E-5        3.594321E-5   3.361595E-6    1.374187E-5 2.78E-5   2.6E-6   3.362251E-5  1.566634E-5 3.70455E-5  3.4723E-6  5.69E-5     3.5666E-5 1.5406E-4   6.9516E-5  11.73989189 23.06667802   2.68340006 3.04452027 12.20175758         0.0        2.68340006 3.04452027   false         -99.0        -99.       none         14.07137           27.325051               false    N/A        -99.0   
  55      VLBA_COSMOS_NEP0055 23.2977 5.9552  163.2403 150.2417564  2.08273972 3.2E-7      8.7E-7       0.57594663 1.2078E-5   5.855945E-5 1.385725E-5 4.848439 5.855945E-5 1.274313E-5 4.848439 5.855945E-5 23.56155205 22.87594986   0.13773794 516055    150.24171691   2.0827398       cosmos2020      1.16       1.0631 1.16       3         11.32    10.05819 56.8          5.64714        -0.75       1.445224E-5        1.445224E-5   5.30978E-6     8.16E-6     8.16E-6   2.998E-6 3.509845E-5  1.688994E-5 4.03838E-5  3.91968E-6 6.001E-5    3.5271E-5 1.0475E-4   1.42007E-4 11.75435189 22.95389008   2.810648   3.23655098 4.05192969          0.0        2.810648   3.23655098   true          11.890002    -99.       none         9.67417            15.779406               false    N/A        -99.0   
  56      VLBA_COSMOS_NEP0056 22.3676 6.5221  163.6446 150.20569468 2.0836475  3.9E-7      1.0E-6       0.68302864 1.367669E-5 6.461677E-5 1.585503E-5 4.724592 5.729172E-5 1.499045E-5 4.189006 6.461677E-5 23.46584129 22.7914772    0.35902379 516551    150.205751     2.08342487      cosmosweb       1.0125     0.7001 1.0125     100       10.23161 8.44062  39.7504354    16.1501769     -0.75       1.42397E-5         1.42397E-5    5.327491E-6    8.04E-6     8.04E-6   3.008E-6 2.930973E-5  1.694347E-5 5.29519E-5  5.41577E-6 5.341E-5    3.6372E-5 2.2964E-4   1.22171E-4 11.59934189 22.80899692   2.80053116 3.18338025 4.53778914          0.0        2.80053116 3.18338025   false         -99.0        -99.       none         8.61421            16.710008               false    N/A        -99.0   
